,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Gross.Salary0
1296,1,0,0,1,0,0,0,0.158294809,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3628
1297,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1298,1,0,0,1,0,0,0,0.523545922,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3720
1299,0,0,0,1,0,0,0,0.110651417,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1300,0,0,0,0,0,0,0,0.105623653,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1301,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,1,3260
1302,0,0,0,1,0,0,0,0.256953335,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1303,0,0,0,0,0,0,0,0.174683568,0,0.5,0.499627237,0,0,0,0,0,0,1,0,2830
1304,0,0,0,0,0,0,1,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2900
1305,1,0,0,0,1,0,0,0.175533767,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3198
1306,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3300
1307,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1308,0,0,0,0,0,0,0,0.14803776,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1309,0,0,0,0,0,0,0,0.072534454,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1310,0,0,0,0,0,1,0,0.375689879,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1311,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1312,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1313,1,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1314,0,0,0,0,0,0,0,0.219736753,0,0.5,0.499627237,0.861891607,0.943247071,0,0,0,0,0,0,3508.67
1315,0,0,0,0,1,0,0,0.121462381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1316,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1317,0,0,1,0,0,0,0,0.160013198,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3444
1318,0,0,1,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1319,0,0,0,1,0,0,0,0.174000482,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1320,0,0,0,1,0,0,0,0.153585424,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1321,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1322,0,0,0,1,0,0,0,0.168224314,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1323,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1324,0,0,0,0,0,0,0,0.145263267,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1325,1,0,0,0,0,0,0,0.212468868,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3413
1326,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1327,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1328,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1329,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1330,0,0,0,0,0,0,0,0.14313501,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1331,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3413
1332,1,0,0,0,0,0,0,0.436350857,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3610
1333,0,0,0,1,0,0,0,0.1608266,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1334,0,0,0,1,0,0,0,0.113605241,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1335,1,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1336,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1337,1,0,1,0,0,0,0,0.406291241,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3478
1338,0,0,0,1,0,0,0,0.201822348,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1339,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1340,0,0,0,0,0,0,1,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2973
1341,0,0,0,0,0,0,0,0.202584158,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1342,0,0,0,0,0,0,0,0.14327227,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1343,0,0,1,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1344,0,0,0,1,0,0,0,0.194089672,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3200
1345,0,0,1,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1346,0,0,0,0,0,0,0,0.168224314,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3230
1347,1,0,0,0,0,0,0,0.375689879,0,0.5,0.499627237,0,0,0,0,1,0,0,0,3198
1348,0,0,0,0,0,1,0,0.247384151,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1349,0,1,0,0,0,0,0,0.406291241,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3200
1350,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2960
1351,1,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3198
1352,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0.828078671,0.944119651,0,0,0,0,0,0,3912
1353,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1354,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1355,0,0,0,0,0,0,1,0.157223787,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3100
1356,0,0,0,1,0,0,0,0.178487633,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1357,0,0,0,1,0,0,0,0.16435027,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1358,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,1,0,0,0,0,0,3812
1359,1,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1360,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1361,0,0,0,1,0,0,0,0.188368657,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1362,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1363,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1364,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1365,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1366,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1367,0,0,1,0,0,0,0,0.14588467,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1368,0,0,0,1,0,0,0,0.139019461,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1369,0,1,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1370,0,0,1,0,0,0,0,0.247212281,0,0.5,0.499627237,0.810643483,0.944441229,0,0,0,0,0,0,3444
1371,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,1,3260
1372,0,0,0,0,1,0,0,0.146506206,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1373,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1374,0,0,0,0,0,0,0,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1375,0,0,1,0,0,0,0,0.144427041,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1376,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1377,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1378,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0.828078671,0.944854767,0,0,0,0,0,0,3912
1379,0,0,0,1,0,0,0,0.099008584,0,0.5,0.499627237,0.810643483,0.944854767,0,0,0,0,0,0,3260
1380,0,0,1,0,0,0,0,0.195836079,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1381,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3198
1382,1,0,0,0,0,0,0,0.225987422,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3418
1383,0,0.936397605,0,0,0,0,0,0.240433503,0,0.5,0.499627237,0,0,0,0,0,0,1,0,3444
1384,1,0,0,1,0,0,0,0.184760047,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1385,0,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,1,3300
1386,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1387,1,0,0,1,0,0,0,0.280372904,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1388,0,0,0,0,0,0,0,0.219407303,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1389,0,0,0,0,0,0,0,0.205144203,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1390,0,0,1,0,0,1,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3384
1391,0,0,0,0,1,0,0,0.375689879,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2946
1392,0,0,0,0,1,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1393,0,0,0,0,0,0,0,0.247176788,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3100
1394,0,0,0,0,0,0,0,0.148149227,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1395,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1396,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1397,0,0,1,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3444
1398,0,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1399,0,0,0,1,0,0,0,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1400,0,0,1,0,0,0,0,0.133269591,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3444
1401,0,0,0,1,0,0,0,0.141762778,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1402,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1403,1,0,0,0,0,0,0,0.269158206,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3568
1404,1,0,0,1,0,0,0,0.184973303,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1405,0,0,0,1,0,1,0,0.180356215,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2950
1406,0,0,0,0,0,0,0,0.166148294,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1407,0,0,0,1,0,0,0,0.21397592,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1408,1,0,0,1,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1409,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1410,0,0,0,0,0,0,1,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1411,1,0,0,0,0,1,0,0.38195841,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3198
1412,0,0,0,0,0,1,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1413,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1414,0,0,0,1,0,0,0,0.378691572,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3400
1415,0,0,0,0,0,0,0,0.172519438,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2960
1416,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1417,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1418,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1419,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1420,0,0,0,1,0,0,0,0.144357649,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1421,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3076
1422,0,0,1,0,0,0,0,0.158617848,0,0.5,0.499627237,0.810643483,0.946371849,0,0,0,0,0,0,3444
1423,1,0,0,1,0,0,0,0.182699371,0,0.5,0.499627237,0.845154255,0.946371849,0,0,0,0,0,0,3628
1424,1,0,0,0,0,0,0,0.320025168,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3460
1425,0,0,0,1,0,0,0,0.28139994,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1426,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1427,1,1,0,0,0,0,0,0.375689879,0,0.5,0.499627237,0,0,0,0,0,0,0,0,4088
1428,0,0,0,0,0,1,0,0.259174009,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1429,0,0,0,0,0,0,0,0.175085662,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1430,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1431,0,0,0,0,0,0,0,0.420917991,0,0.5,0.499627237,0,0,0,0,1,0,0,0,3180
1432,0,0,0,1,0,0,0,0.132813203,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1433,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1434,0,0,0,0,0,0,0,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1435,0,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3300
1436,0,0,0,1,0,0,0,0.206195813,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1437,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1438,1,0,0,0,0,0,0,0.375689879,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3400
1439,0,1,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1440,0,0,0,1,0,0,0,0.107432608,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1441,1,0,0,1,0,0,0,0.256916432,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1442,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1443,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3720
1444,1,0,0,0,0,0,1,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3341
1445,0,0,0,0,0,0,0,0.145263267,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3050
1446,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1447,0,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,1,0,0,0,2830
1448,0,0,0,1,0,0,0,0.147324372,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1449,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1450,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1451,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1452,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1453,1,0,0,0,0,0,0,0.183761138,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1454,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1455,1,0,0,1,0,0,0,0.286025749,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1456,0,0,0,1,0,0,0,0.23486473,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3400
1457,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1458,0,0,0,0,0,0,0,0.281033103,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3400
1459,0,0,0,0,0,0,0,0.172519438,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1460,1,0,0,1,0,0,0,0.259174009,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1461,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1462,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0.828078671,0.947660024,0,0,0,0,0,0,3444
1463,0,0,0,0,0,0,0,0.266059901,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3300
1464,0,0,0,0,0,0,1,0.283064529,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3600
1465,0,1,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3400
1466,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1467,0,0,0,0,0,1,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3360
1468,0,0,1,0,0,0,0,0.280316229,0,0.5,0.499627237,0.828078671,0.947660024,0,0,0,0,0,0,3643.33
1469,0,0,0,0,0,0,1,0.139989302,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2960
1470,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3518
1471,1,0,0,0,0,0,0,0.375689879,0,0.5,0.499627237,0,0,0,0,0,1,0,0,3100
1472,0,0,0,0,0,0,0,0.213473486,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1473,1,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1474,1,0,0,0,1,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3100
1475,0,0,0,0,0,0,0,0.171756939,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1476,0,0,1,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3624
1477,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1478,0,0,0,1,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,0
1479,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1480,1,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3478
1481,1,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3478
1482,0,0,0,0,0,0,1,0.168263671,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1483,0,0,0,0,0,0,0,0.241570829,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1484,0,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,1,0,2830
1485,0,0,0,0,0,0,0,0.138266558,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3150
1486,1,0,1,0,0,0,0,0.171709811,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3812
1487,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3260
1488,0,0,1,0,0,1,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1489,0,0,0,0,0,0,0,0.151313362,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1490,0,0,1,0,0,0,0,0.213380512,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3440
1491,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3110
1492,0,0,0,0,0,0,0,0.633673927,0,0.5,0.499627237,0,0,0,0,1,0,0,0,3000
1493,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3413
1494,0,0,0,0,0,0,0,0.195318955,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3100
1495,0,0,0,0,0,0,0,0.225050683,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3200
1496,0,0,1,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3300
1497,0,0,0,0,0,1,0,0.18447573,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1498,0,0,0,0,0,0,0,0.223982978,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3300
1499,1,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1500,1,0.980151201,0,0,0,1,0,0.342589326,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3500
1501,0,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,1,0,0,0,3000
1502,1,0,0,0,0,0,0,0.344516381,0,0.5,0.499627237,0,0,0,0,0,1,0,0,3198
1503,1,0,0,1,0,0,0,0.229087929,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3597
1504,0,0,0,1,0,0,0,0.139989302,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1505,0,0,0,0,0,0,0,0.14588467,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1506,0,0,0,1,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3400
1507,0,1,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3444
1508,0,0,0,1,0,0,0,0.175432621,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3260
1509,1,0,0,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3413
1510,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1511,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1512,0,0,0,0,0,0,0,0.187462681,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3100
1513,1,0,0,0,1,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3198
1514,1,0,0,1,0,0,0,0.375689879,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3600
1515,1,0,0,1,0,0,0,0.203299346,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1516,0,0,0,0,0,0,1,0.212612365,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3236
1517,0,0,0,0,0,0,0,0.247212281,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1518,1,0,0,0,0,0,0,0.286550745,0,0.5,0.499627237,0,0,0,0,0,0,1,0,3418
1519,0,0,1,0,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,1,0,0,0,0,3500
1520,1,0,0,1,0,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3628
1521,0,0,0,0,1,0,0,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3200
1522,0,0,0,0,0,0,0,0.398458897,1,0.5,0.499627237,0,0,0,0,0,0,0,0,4100
1523,0,0,0,0,0,1,0,0.098132331,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1524,0,0,0,0,0,1,0,0.312737402,0,0.5,0.499627237,0.845154255,0.951207024,0,0,0,0,0,0,3136.67
1525,1,0,1,0,0,0,0,0.46589652,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3950
1526,1,0,0,0,0,1,0,0.346013136,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3259.33
1527,0,0,0,0,0,0,0,0.280316229,0,0.5,0.499627237,0,0,0,0,0,0,0,0,3045
1528,0,0,0,0,0,0,1,0.312737402,0,0.5,0.499627237,0,0,0,0,0,0,0,0,2830
1529,1,0,0,0,0,0,0,0.187462421,0,0.666666667,0.666335321,0,0,1,0,0,0,0,0,3628
1530,0,0,0,0,0,1,0,0.134158822,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,2920
1531,1,0,0,1,0,0,0,0.344516381,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3628
1532,1,0,1,0,0,1,0,0.312737402,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3628
1533,1,0,1,0,0,0,0,0.319149643,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3812
1534,0,0,0,0,0,0,0,0.312737402,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3324
1535,0,0,0,1,0,0,0,0.303591911,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3260
1536,0,0,0,1,0,0,0,0.206448208,0,0.666666667,0.666335321,0.845154255,0.952175537,0,0,0,0,0,0,3490
1537,1,1,0,0,0,0,0,0.312737402,0,0.666666667,0.666335321,0.845154255,0.952175537,0,0,0,0,0,0,3996
1538,0,0.946478488,0,0,0,0,0,0.315399057,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3845
1539,1,0,0,1,0,0,0,0.279859512,0,0.666666667,0.666335321,0,0,0,1,0,0,0,0,3628
1540,0,0,0,0,0,1,0,0.312737402,0,0.666666667,0.666335321,0,0,0,1,0,0,0,0,3000
1541,0,0,0,1,0,0,0,0.189041131,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3260
1542,0,0,0,1,0,0,0,0.312737402,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3260
1543,1,1,0,0,0,0,0,0.375689879,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3996
1544,0,0,0,0,0,0,0,0.312737402,0,0.666666667,0.666335321,0,0,0,0,1,0,0,0,2920
1545,1,0.947691821,0,0,0,0,0,0.345946836,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3957.33
1546,0,0,0,0,0,0,1,0.247212281,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3060
1547,0,0,0,0,0,1,0,0.247212281,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,2920
1548,0,0,0,1,0,0,0,0.280316229,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3260
1549,1,1,0,0,0,0,0,0.312737402,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3812
1550,0,0,0,0,0,0,0,0.275585914,0,0.666666667,0.666335321,0,0,0,0,0,0,0,0,3000
